epoch;loss;lr;precision;recall;val_loss;val_precision;val_recall
0;0.5541552305221558;0.002;0.5011311173439026;0.9304985404014587;1.4846158027648926;0.1850527822971344;0.9779799580574036
1;0.4715631902217865;0.002;0.5623177886009216;0.9098798632621765;0.7773327827453613;0.16264624893665314;0.836376965045929
2;0.41045746207237244;0.002;0.5997305512428284;0.8810256719589233;0.3720408082008362;0.7634872794151306;0.6794202327728271
3;0.35986992716789246;0.002;0.6262520551681519;0.8655737638473511;0.3343847692012787;0.7998184561729431;0.5237529277801514
4;0.3197178542613983;0.002;0.643836498260498;0.8494475483894348;0.3800509572029114;0.6292502880096436;0.931443452835083
5;0.28799036145210266;0.002;0.6594513058662415;0.825661301612854;0.2573193907737732;0.7757493257522583;0.6889488101005554
6;0.2603777050971985;0.002;0.675199568271637;0.8153280019760132;0.2543873190879822;0.8111183643341064;0.6797951459884644
7;0.23743586242198944;0.002;0.6874078512191772;0.8023309707641602;0.2510901987552643;0.6936079859733582;0.8705317378044128
8;0.21680566668510437;0.002;0.6986165642738342;0.8006855249404907;0.2028515785932541;0.7674703001976013;0.7687897086143494
9;0.20098140835762024;0.002;0.7034006714820862;0.7935724258422852;0.20221304893493652;0.7988531589508057;0.717232882976532
10;0.18658968806266785;0.002;0.7167924642562866;0.7823919653892517;0.18235145509243011;0.7603312730789185;0.7991769909858704
11;0.17424233257770538;0.002;0.7249813675880432;0.7796677350997925;0.1688499003648758;0.7580206990242004;0.7931507229804993
12;0.16372986137866974;0.002;0.7298225164413452;0.7745424509048462;0.16288864612579346;0.8120272755622864;0.695066511631012
13;0.1543065309524536;0.002;0.7365684509277344;0.7695852518081665;0.1853094846010208;0.7425552606582642;0.8142746090888977
14;0.1466812938451767;0.002;0.739852786064148;0.7665771245956421;0.14859727025032043;0.7745842337608337;0.758547842502594
15;0.14049048721790314;0.002;0.7450017333030701;0.7614763379096985;0.15185049176216125;0.7506267428398132;0.772118330001831
16;0.13125136494636536;0.002;0.7567668557167053;0.769531786441803;0.1400643289089203;0.8078488707542419;0.7331992387771606
17;0.1254323273897171;0.002;0.7639781832695007;0.7640683650970459;0.1367950141429901;0.799277663230896;0.6739060878753662
18;0.11825994402170181;0.002;0.7718169093132019;0.776060938835144;0.13526169955730438;0.7803558111190796;0.7412006855010986
19;0.11320599913597107;0.002;0.7776021957397461;0.774856686592102;0.13192865252494812;0.7973979711532593;0.6949841976165771
20;0.10809184610843658;0.002;0.7850741147994995;0.7768177390098572;0.13517066836357117;0.7438672184944153;0.7681038975715637
21;0.10346239805221558;0.002;0.7916190028190613;0.7841030955314636;0.13657672703266144;0.7202567458152771;0.8353344798088074
22;0.09831007570028305;0.002;0.7987083792686462;0.7907836437225342;0.13397474586963654;0.7815545201301575;0.6717845797538757
23;0.09406102448701859;0.002;0.8048285245895386;0.7979601621627808;0.12942655384540558;0.7913700938224792;0.6710163950920105
24;0.08950245380401611;0.002;0.8142202496528625;0.8034906983375549;0.1282590925693512;0.7540369629859924;0.7545334100723267
25;0.08505059778690338;0.002;0.8201140761375427;0.812271237373352;0.13214194774627686;0.76264488697052;0.739463210105896
26;0.08190270513296127;0.002;0.8255296945571899;0.8161824941635132;0.12457296997308731;0.7620452642440796;0.7677106857299805
27;0.07816768437623978;0.002;0.831284761428833;0.8234597444534302;0.13056397438049316;0.7995925545692444;0.6747565269470215
28;0.07459506392478943;0.002;0.8392962217330933;0.8282808661460876;0.14101150631904602;0.7071444988250732;0.7959489822387695
29;0.07142487168312073;0.002;0.8430920839309692;0.8359425067901611;0.13157972693443298;0.7229297757148743;0.7900233268737793
30;0.06742832064628601;0.002;0.8513504266738892;0.8454191088676453;0.13201972842216492;0.7725672125816345;0.6982671022415161
31;0.06122419983148575;0.00020000001;0.866904616355896;0.8665086627006531;0.1386493295431137;0.7423949241638184;0.758328378200531
0;0.5548519492149353;0.002;0.49206268787384033;0.934511661529541;1.1699330806732178;0.053874291479587555;0.21280233561992645
1;0.4733298122882843;0.002;0.5579438209533691;0.915922224521637;0.7797002792358398;0.13630475103855133;0.8322710394859314
2;0.4103472828865051;0.002;0.5972252488136292;0.889820396900177;0.3642041087150574;0.7217968106269836;0.7869964838027954
3;0.3613363802433014;0.002;0.6210893988609314;0.8681952953338623;0.31447634100914;0.7301693558692932;0.8000914454460144
4;0.3199886977672577;0.002;0.640382707118988;0.8547097444534302;0.29422006011009216;0.7713544964790344;0.67194002866745
5;0.28676554560661316;0.002;0.6613745093345642;0.8367632627487183;0.27170032262802124;0.7937816381454468;0.6912806630134583
6;0.2592780590057373;0.002;0.6759386658668518;0.8212593793869019;0.3461041748523712;0.43144187331199646;0.8390105366706848
7;0.23679332435131073;0.002;0.6870101094245911;0.8074200749397278;0.2340194433927536;0.6938482522964478;0.8699830770492554
8;0.21713149547576904;0.002;0.6991198658943176;0.7979852557182312;0.2312149703502655;0.6947330832481384;0.8595491647720337
9;0.20093072950839996;0.002;0.7085424065589905;0.7885370254516602;0.20633399486541748;0.7574610710144043;0.7942206859588623
10;0.18633776903152466;0.002;0.7167493104934692;0.7870268821716309;0.1928117722272873;0.7543131709098816;0.8012253642082214
11;0.17398491501808167;0.002;0.7267636656761169;0.7798792719841003;0.17323973774909973;0.7851619124412537;0.7399570345878601
12;0.16324399411678314;0.002;0.7367504835128784;0.7724466919898987;0.17349089682102203;0.7120612859725952;0.8497462272644043
13;0.15395930409431458;0.002;0.737845778465271;0.7743837833404541;0.15670296549797058;0.8509487509727478;0.5725023746490479
14;0.14631423354148865;0.002;0.7460317015647888;0.7639266848564148;0.15120375156402588;0.7508087158203125;0.7852956056594849
15;0.13861648738384247;0.002;0.7519503831863403;0.7662384510040283;0.16215044260025024;0.8081478476524353;0.523524284362793
16;0.13102781772613525;0.002;0.7599762082099915;0.7690742611885071;0.15011966228485107;0.8001019954681396;0.6601070165634155
17;0.12422619760036469;0.002;0.7689869999885559;0.768653154373169;0.14611396193504333;0.8088616132736206;0.5994696021080017
18;0.11821559071540833;0.002;0.7750584483146667;0.7726264595985413;0.1286359280347824;0.7802963256835938;0.7444835901260376
19;0.11220499873161316;0.002;0.7819603085517883;0.7811169624328613;0.13382172584533691;0.7987058162689209;0.6862420439720154
20;0.10647742450237274;0.002;0.7921605706214905;0.7836669683456421;0.1320248693227768;0.8008029460906982;0.6712450385093689
21;0.1011323407292366;0.002;0.7995600700378418;0.7914034724235535;0.13372597098350525;0.7628327012062073;0.7502903342247009
22;0.09741298854351044;0.002;0.8020310997962952;0.7948334813117981;0.13619081676006317;0.803972601890564;0.6444058418273926
23;0.0903356522321701;0.00020000001;0.8203437328338623;0.8169228434562683;0.1312207579612732;0.7665902972221375;0.7560331225395203
24;0.08784879744052887;0.00020000001;0.8255179524421692;0.8263041973114014;0.1330948770046234;0.757927656173706;0.7735083103179932
25;0.08638156205415726;0.00020000001;0.8274438381195068;0.8313910961151123;0.1334344446659088;0.7554137110710144;0.7662383913993835
26;0.08501965552568436;0.00020000001;0.830691933631897;0.8344222903251648;0.13151924312114716;0.7707628607749939;0.7456357479095459
27;0.08417773991823196;2.0000001e-05;0.8324342370033264;0.8378829956054688;0.1323881894350052;0.7744387984275818;0.7322024703025818
28;0.08415535092353821;2.0000001e-05;0.8337570428848267;0.8373452425003052;0.1336033046245575;0.7741540670394897;0.7291299104690552
29;0.08370457589626312;2.0000001e-05;0.8336329460144043;0.8390313386917114;0.13369277119636536;0.7795648574829102;0.7175803780555725
30;0.08336525410413742;2.0000001e-05;0.8361279368400574;0.8384671807289124;0.13461247086524963;0.7728431224822998;0.7294499278068542
31;0.08335728943347931;1e-05;0.8355909585952759;0.8392531275749207;0.1344398558139801;0.7762508392333984;0.7221251726150513
32;0.08318377286195755;1e-05;0.8357545733451843;0.8400001525878906;0.13459070026874542;0.7751773595809937;0.7263225317001343
33;0.08330105990171432;1e-05;0.8356207013130188;0.8397544026374817;0.13486585021018982;0.7763839960098267;0.7233139872550964
